,Season,Round,HomeTeam,AwayTeam
4427,2012-2013,21,Olhanense,Sp. Braga
4428,2012-2013,22,FC Porto,Estoril
4429,2012-2013,22,Sp. Braga,Marítimo
4430,2012-2013,22,Académica,Sporting
4431,2012-2013,22,Moreirense,Olhanense
4432,2012-2013,22,Nacional,Rio Ave
4433,2012-2013,22,Paços Ferreira,Beira-Mar
4434,2012-2013,22,Benfica,Gil Vicente
4435,2012-2013,22,V. Setúbal,V. Guimarães
4436,2012-2013,23,Gil Vicente,Sp. Braga
4437,2012-2013,23,Olhanense,Paços Ferreira
4438,2012-2013,23,Sporting,V. Setúbal
4439,2012-2013,23,Estoril,Académica
4440,2012-2013,23,Beira-Mar,Nacional
4441,2012-2013,23,Rio Ave,Moreirense
4442,2012-2013,23,Marítimo,FC Porto
4443,2012-2013,23,V. Guimarães,Benfica
4444,2012-2013,24,Paços Ferreira,Gil Vicente
4445,2012-2013,24,Beira-Mar,Olhanense
4446,2012-2013,24,Moreirense,Estoril
4447,2012-2013,24,V. Setúbal,Marítimo
4448,2012-2013,24,Académica,FC Porto
4449,2012-2013,24,Benfica,Rio Ave
4450,2012-2013,24,Nacional,V. Guimarães
4451,2012-2013,24,Sp. Braga,Sporting
4452,2012-2013,25,Marítimo,Paços Ferreira
4453,2012-2013,25,Sporting,Moreirense
4454,2012-2013,25,Estoril,Nacional
4455,2012-2013,25,Gil Vicente,Académica
4456,2012-2013,25,Rio Ave,V. Setúbal
4457,2012-2013,25,V. Guimarães,Beira-Mar
4458,2012-2013,25,Olhanense,Benfica
4459,2012-2013,25,FC Porto,Sp. Braga
4460,2012-2013,26,Sp. Braga,Académica
4461,2012-2013,26,Paços Ferreira,Rio Ave
4462,2012-2013,26,Moreirense,FC Porto
4463,2012-2013,26,Beira-Mar,Gil Vicente
4464,2012-2013,26,Nacional,Marítimo
4465,2012-2013,26,V. Setúbal,Estoril
4466,2012-2013,26,Benfica,Sporting
4467,2012-2013,26,Olhanense,V. Guimarães
4468,2012-2013,27,Estoril,Sp. Braga
4469,2012-2013,27,FC Porto,V. Setúbal
4470,2012-2013,27,Gil Vicente,Olhanense
4471,2012-2013,27,V. Guimarães,Paços Ferreira
4472,2012-2013,27,Rio Ave,Beira-Mar
4473,2012-2013,27,Sporting,Nacional
4474,2012-2013,27,Académica,Moreirense
4475,2012-2013,27,Marítimo,Benfica
4476,2012-2013,28,Moreirense,Sp. Braga
4477,2012-2013,28,Nacional,FC Porto
4478,2012-2013,28,Beira-Mar,Marítimo
4479,2012-2013,28,Olhanense,Rio Ave
4480,2012-2013,28,V. Setúbal,Académica
4481,2012-2013,28,V. Guimarães,Gil Vicente
4482,2012-2013,28,Paços Ferreira,Sporting
4483,2012-2013,28,Benfica,Estoril
4484,2012-2013,29,Estoril,Beira-Mar
4485,2012-2013,29,Sp. Braga,Nacional
4486,2012-2013,29,Moreirense,V. Setúbal
4487,2012-2013,29,Académica,Paços Ferreira
4488,2012-2013,29,Sporting,Olhanense
4489,2012-2013,29,Rio Ave,Gil Vicente
4490,2012-2013,29,Marítimo,V. Guimarães
4491,2012-2013,29,FC Porto,Benfica
4492,2012-2013,30,Beira-Mar,Sporting
4493,2012-2013,30,V. Guimarães,Rio Ave
4494,2012-2013,30,Gil Vicente,Estoril
4495,2012-2013,30,Olhanense,Marítimo
4496,2012-2013,30,Nacional,Académica
4497,2012-2013,30,Benfica,Moreirense
4498,2012-2013,30,V. Setúbal,Sp. Braga
4499,2012-2013,30,Paços Ferreira,FC Porto
4500,2013-2014,Campeonato - 1,Paços Ferreira,Sp. Braga
4501,2013-2014,Campeonato - 1,Estoril,Nacional
4502,2013-2014,Campeonato - 1,V. Guimarães,Olhanense
4503,2013-2014,Campeonato - 1,Sporting,Arouca
4504,2013-2014,Campeonato - 1,Gil Vicente,Académica
4505,2013-2014,Campeonato - 1,Belenenses,Rio Ave
4506,2013-2014,Campeonato - 1,Marítimo,Benfica
4507,2013-2014,Campeonato - 1,V. Setúbal,FC Porto
4508,2013-2014,Campeonato - 2,Olhanense,Paços Ferreira
4509,2013-2014,Campeonato - 2,Académica,Sporting
4510,2013-2014,Campeonato - 2,Rio Ave,V. Setúbal
4511,2013-2014,Campeonato - 2,Nacional,V. Guimarães
4512,2013-2014,Campeonato - 2,Benfica,Gil Vicente
4513,2013-2014,Campeonato - 2,Arouca,Estoril
4514,2013-2014,Campeonato - 2,FC Porto,Marítimo
4515,2013-2014,Campeonato - 2,Sp. Braga,Belenenses
4516,2013-2014,Campeonato - 3,V. Guimarães,V. Setúbal
4517,2013-2014,Campeonato - 3,Sporting,Benfica
4518,2013-2014,Campeonato - 3,Marítimo,Olhanense
4519,2013-2014,Campeonato - 3,Belenenses,Nacional
4520,2013-2014,Campeonato - 3,Arouca,Rio Ave
4521,2013-2014,Campeonato - 3,Paços Ferreira,FC Porto
4522,2013-2014,Campeonato - 3,Gil Vicente,Sp. Braga
4523,2013-2014,Campeonato - 3,Estoril,Académica
4524,2013-2014,Campeonato - 4,Rio Ave,V. Guimarães
4525,2013-2014,Campeonato - 4,Benfica,Paços Ferreira
4526,2013-2014,Campeonato - 4,FC Porto,Gil Vicente
4527,2013-2014,Campeonato - 4,Académica,Belenenses
4528,2013-2014,Campeonato - 4,Nacional,Arouca
4529,2013-2014,Campeonato - 4,V. Setúbal,Marítimo
4530,2013-2014,Campeonato - 4,Olhanense,Sporting
4531,2013-2014,Campeonato - 4,Sp. Braga,Estoril
4532,2013-2014,Campeonato - 5,Arouca,Sp. Braga
4533,2013-2014,Campeonato - 5,Gil Vicente,Olhanense
4534,2013-2014,Campeonato - 5,Belenenses,Marítimo
4535,2013-2014,Campeonato - 5,Sporting,Rio Ave
4536,2013-2014,Campeonato - 5,Nacional,Académica
4537,2013-2014,Campeonato - 5,V. Guimarães,Benfica
4538,2013-2014,Campeonato - 5,Estoril,FC Porto
4539,2013-2014,Campeonato - 5,Paços Ferreira,V. Setúbal
4540,2013-2014,Campeonato - 6,FC Porto,V. Guimarães
4541,2013-2014,Campeonato - 6,Académica,Arouca
4542,2013-2014,Campeonato - 6,Rio Ave,Nacional
4543,2013-2014,Campeonato - 6,Marítimo,Paços Ferreira
4544,2013-2014,Campeonato - 6,Olhanense,Estoril
4545,2013-2014,Campeonato - 6,Benfica,Belenenses
4546,2013-2014,Campeonato - 6,Sp. Braga,Sporting
4547,2013-2014,Campeonato - 6,V. Setúbal,Gil Vicente
4548,2013-2014,Campeonato - 7,Académica,Rio Ave
4549,2013-2014,Campeonato - 7,Belenenses,Olhanense
4550,2013-2014,Campeonato - 7,Sporting,V. Setúbal
4551,2013-2014,Campeonato - 7,Gil Vicente,Paços Ferreira
4552,2013-2014,Campeonato - 7,Nacional,Sp. Braga
4553,2013-2014,Campeonato - 7,Arouca,FC Porto
4554,2013-2014,Campeonato - 7,Estoril,Benfica
4555,2013-2014,Campeonato - 7,V. Guimarães,Marítimo
4556,2013-2014,Campeonato - 8,Sp. Braga,Académica
4557,2013-2014,Campeonato - 8,Olhanense,Arouca
4558,2013-2014,Campeonato - 8,Rio Ave,Gil Vicente
4559,2013-2014,Campeonato - 8,V. Setúbal,Belenenses
4560,2013-2014,Campeonato - 8,Benfica,Nacional
4561,2013-2014,Campeonato - 8,FC Porto,Sporting
4562,2013-2014,Campeonato - 8,Marítimo,Estoril
4563,2013-2014,Campeonato - 8,Paços Ferreira,V. Guimarães
4564,2013-2014,Campeonato - 9,Académica,Benfica
4565,2013-2014,Campeonato - 9,Belenenses,FC Porto
4566,2013-2014,Campeonato - 9,Sporting,Marítimo
4567,2013-2014,Campeonato - 9,Estoril,V. Setúbal
4568,2013-2014,Campeonato - 9,Nacional,Olhanense
4569,2013-2014,Campeonato - 9,Arouca,Paços Ferreira
4570,2013-2014,Campeonato - 9,Gil Vicente,V. Guimarães
4571,2013-2014,Campeonato - 9,Sp. Braga,Rio Ave
4572,2013-2014,Campeonato - 10,Benfica,Sp. Braga
4573,2013-2014,Campeonato - 10,FC Porto,Nacional
4574,2013-2014,Campeonato - 10,Rio Ave,Estoril
4575,2013-2014,Campeonato - 10,Marítimo,Gil Vicente
4576,2013-2014,Campeonato - 10,V. Setúbal,Arouca
4577,2013-2014,Campeonato - 10,Paços Ferreira,Belenenses
4578,2013-2014,Campeonato - 10,V. Guimarães,Sporting
4579,2013-2014,Campeonato - 10,Olhanense,Académica
4580,2013-2014,Campeonato - 11,Sp. Braga,Olhanense
4581,2013-2014,Campeonato - 11,Académica,FC Porto
4582,2013-2014,Campeonato - 11,Nacional,V. Setúbal
4583,2013-2014,Campeonato - 11,Arouca,Marítimo
4584,2013-2014,Campeonato - 11,Belenenses,Gil Vicente
4585,2013-2014,Campeonato - 11,Rio Ave,Benfica
4586,2013-2014,Campeonato - 11,Sporting,Paços Ferreira
4587,2013-2014,Campeonato - 11,Estoril,V. Guimarães
4588,2013-2014,Campeonato - 12,Benfica,Arouca
4589,2013-2014,Campeonato - 12,Paços Ferreira,Estoril
4590,2013-2014,Campeonato - 12,V. Guimarães,Belenenses
4591,2013-2014,Campeonato - 12,FC Porto,Sp. Braga
4592,2013-2014,Campeonato - 12,Marítimo,Nacional
4593,2013-2014,Campeonato - 12,Olhanense,Rio Ave
4594,2013-2014,Campeonato - 12,Gil Vicente,Sporting
4595,2013-2014,Campeonato - 12,V. Setúbal,Académica
4596,2013-2014,Campeonato - 13,Académica,Marítimo
4597,2013-2014,Campeonato - 13,Sp. Braga,V. Setúbal
4598,2013-2014,Campeonato - 13,Sporting,Belenenses
4599,2013-2014,Campeonato - 13,Arouca,V. Guimarães
4600,2013-2014,Campeonato - 13,Olhanense,Benfica
4601,2013-2014,Campeonato - 13,Rio Ave,FC Porto
4602,2013-2014,Campeonato - 13,Nacional,Paços Ferreira
4603,2013-2014,Campeonato - 13,Estoril,Gil Vicente
4604,2013-2014,Campeonato - 14,Marítimo,Sp. Braga
4605,2013-2014,Campeonato - 14,FC Porto,Olhanense
4606,2013-2014,Campeonato - 14,V. Setúbal,Benfica
4607,2013-2014,Campeonato - 14,Paços Ferreira,Rio Ave
4608,2013-2014,Campeonato - 14,V. Guimarães,Académica
4609,2013-2014,Campeonato - 14,Sporting,Nacional
4610,2013-2014,Campeonato - 14,Gil Vicente,Arouca
4611,2013-2014,Campeonato - 14,Belenenses,Estoril
4612,2013-2014,Campeonato - 15,Sp. Braga,V. Guimarães
4613,2013-2014,Campeonato - 15,Rio Ave,Marítimo
4614,2013-2014,Campeonato - 15,Estoril,Sporting
4615,2013-2014,Campeonato - 15,Académica,Paços Ferreira
4616,2013-2014,Campeonato - 15,Benfica,FC Porto
4617,2013-2014,Campeonato - 15,Olhanense,V. Setúbal
4618,2013-2014,Campeonato - 15,Arouca,Belenenses
4619,2013-2014,Campeonato - 15,Nacional,Gil Vicente
4620,2013-2014,Campeonato - 16,Olhanense,V. Guimarães
4621,2013-2014,Campeonato - 16,Arouca,Sporting
4622,2013-2014,Campeonato - 16,Académica,Gil Vicente
4623,2013-2014,Campeonato - 16,Rio Ave,Belenenses
4624,2013-2014,Campeonato - 16,Sp. Braga,Paços Ferreira
4625,2013-2014,Campeonato - 16,Benfica,Marítimo
4626,2013-2014,Campeonato - 16,FC Porto,V. Setúbal
4627,2013-2014,Campeonato - 16,Nacional,Estoril
4628,2013-2014,Campeonato - 17,Estoril,Arouca
4629,2013-2014,Campeonato - 17,Marítimo,FC Porto
4630,2013-2014,Campeonato - 17,V. Setúbal,Rio Ave
4631,2013-2014,Campeonato - 17,Gil Vicente,Benfica
4632,2013-2014,Campeonato - 17,Belenenses,Sp. Braga
4633,2013-2014,Campeonato - 17,Sporting,Académica
4634,2013-2014,Campeonato - 17,V. Guimarães,Nacional
4635,2013-2014,Campeonato - 17,Paços Ferreira,Olhanense
4636,2013-2014,Campeonato - 18,Nacional,Belenenses
4637,2013-2014,Campeonato - 18,V. Setúbal,V. Guimarães
4638,2013-2014,Campeonato - 18,Rio Ave,Arouca
4639,2013-2014,Campeonato - 18,Olhanense,Marítimo
4640,2013-2014,Campeonato - 18,FC Porto,Paços Ferreira
4641,2013-2014,Campeonato - 18,Sp. Braga,Gil Vicente
4642,2013-2014,Campeonato - 18,Académica,Estoril
4643,2013-2014,Campeonato - 18,Benfica,Sporting
4644,2013-2014,Campeonato - 19,Belenenses,Académica
4645,2013-2014,Campeonato - 19,Sporting,Olhanense
4646,2013-2014,Campeonato - 19,V. Guimarães,Rio Ave
4647,2013-2014,Campeonato - 19,Marítimo,V. Setúbal
4648,2013-2014,Campeonato - 19,Arouca,Nacional
4649,2013-2014,Campeonato - 19,Paços Ferreira,Benfica
4650,2013-2014,Campeonato - 19,Gil Vicente,FC Porto
4651,2013-2014,Campeonato - 19,Estoril,Sp. Braga
4652,2013-2014,Campeonato - 20,Académica,Nacional
4653,2013-2014,Campeonato - 20,Sp. Braga,Arouca
4654,2013-2014,Campeonato - 20,Rio Ave,Sporting
4655,2013-2014,Campeonato - 20,V. Setúbal,Paços Ferreira
4656,2013-2014,Campeonato - 20,Olhanense,Gil Vicente
4657,2013-2014,Campeonato - 20,Marítimo,Belenenses
4658,2013-2014,Campeonato - 20,FC Porto,Estoril
4659,2013-2014,Campeonato - 20,Benfica,V. Guimarães
4660,2013-2014,Campeonato - 21,Estoril,Olhanense
4661,2013-2014,Campeonato - 21,Sporting,Sp. Braga
4662,2013-2014,Campeonato - 21,Gil Vicente,V. Setúbal
4663,2013-2014,Campeonato - 21,Nacional,Rio Ave
4664,2013-2014,Campeonato - 21,Paços Ferreira,Marítimo
4665,2013-2014,Campeonato - 21,Belenenses,Benfica
4666,2013-2014,Campeonato - 21,V. Guimarães,FC Porto
4667,2013-2014,Campeonato - 21,Arouca,Académica
4668,2013-2014,Campeonato - 22,Rio Ave,Académica
4669,2013-2014,Campeonato - 22,Sp. Braga,Nacional
4670,2013-2014,Campeonato - 22,Olhanense,Belenenses
4671,2013-2014,Campeonato - 22,Paços Ferreira,Gil Vicente
4672,2013-2014,Campeonato - 22,Benfica,Estoril
4673,2013-2014,Campeonato - 22,V. Setúbal,Sporting
4674,2013-2014,Campeonato - 22,FC Porto,Arouca
4675,2013-2014,Campeonato - 22,Marítimo,V. Guimarães
4676,2013-2014,Campeonato - 23,Académica,Sp. Braga
4677,2013-2014,Campeonato - 23,Gil Vicente,Rio Ave
4678,2013-2014,Campeonato - 23,Estoril,Marítimo
4679,2013-2014,Campeonato - 23,V. Guimarães,Paços Ferreira
4680,2013-2014,Campeonato - 23,Belenenses,V. Setúbal
4681,2013-2014,Campeonato - 23,Arouca,Olhanense
4682,2013-2014,Campeonato - 23,Sporting,FC Porto
4683,2013-2014,Campeonato - 23,Nacional,Benfica
4684,2013-2014,Campeonato - 24,Rio Ave,Sp. Braga
4685,2013-2014,Campeonato - 24,V. Guimarães,Gil Vicente
4686,2013-2014,Campeonato - 24,Marítimo,Sporting
4687,2013-2014,Campeonato - 24,Olhanense,Nacional
4688,2013-2014,Campeonato - 24,Paços Ferreira,Arouca
4689,2013-2014,Campeonato - 24,Benfica,Académica
4690,2013-2014,Campeonato - 24,FC Porto,Belenenses
4691,2013-2014,Campeonato - 24,V. Setúbal,Estoril
4692,2013-2014,Campeonato - 25,Belenenses,Paços Ferreira
4693,2013-2014,Campeonato - 25,Sporting,V. Guimarães
4694,2013-2014,Campeonato - 25,Gil Vicente,Marítimo
4695,2013-2014,Campeonato - 25,Estoril,Rio Ave
4696,2013-2014,Campeonato - 25,Arouca,V. Setúbal
4697,2013-2014,Campeonato - 25,Académica,Olhanense
4698,2013-2014,Campeonato - 25,Sp. Braga,Benfica
4699,2013-2014,Campeonato - 25,Nacional,FC Porto
4700,2013-2014,Campeonato - 26,V. Guimarães,Estoril
4701,2013-2014,Campeonato - 26,Olhanense,Sp. Braga
4702,2013-2014,Campeonato - 26,Paços Ferreira,Sporting
4703,2013-2014,Campeonato - 26,Gil Vicente,Belenenses
4704,2013-2014,Campeonato - 26,Marítimo,Arouca
4705,2013-2014,Campeonato - 26,V. Setúbal,Nacional
4706,2013-2014,Campeonato - 26,FC Porto,Académica
4707,2013-2014,Campeonato - 26,Benfica,Rio Ave
4708,2013-2014,Campeonato - 27,Académica,V. Setúbal
4709,2013-2014,Campeonato - 27,Nacional,Marítimo
4710,2013-2014,Campeonato - 27,Belenenses,V. Guimarães
4711,2013-2014,Campeonato - 27,Rio Ave,Olhanense
4712,2013-2014,Campeonato - 27,Sporting,Gil Vicente
4713,2013-2014,Campeonato - 27,Arouca,Benfica
4714,2013-2014,Campeonato - 27,Sp. Braga,FC Porto
4715,2013-2014,Campeonato - 27,Estoril,Paços Ferreira
4716,2013-2014,Campeonato - 28,V. Guimarães,Arouca
4717,2013-2014,Campeonato - 28,Marítimo,Académica
4718,2013-2014,Campeonato - 28,Paços Ferreira,Nacional
4719,2013-2014,Campeonato - 28,Gil Vicente,Estoril
4720,2013-2014,Campeonato - 28,Belenenses,Sporting
4721,2013-2014,Campeonato - 28,Benfica,Olhanense
4722,2013-2014,Campeonato - 28,V. Setúbal,Sp. Braga
4723,2013-2014,Campeonato - 28,FC Porto,Rio Ave
4724,2013-2014,Campeonato - 29,Nacional,Sporting
4725,2013-2014,Campeonato - 29,Estoril,Belenenses
4726,2013-2014,Campeonato - 29,Olhanense,FC Porto
4727,2013-2014,Campeonato - 29,Rio Ave,Paços Ferreira
4728,2013-2014,Campeonato - 29,Sp. Braga,Marítimo
4729,2013-2014,Campeonato - 29,Arouca,Gil Vicente
4730,2013-2014,Campeonato - 29,Benfica,V. Setúbal
4731,2013-2014,Campeonato - 29,Académica,V. Guimarães
4732,2013-2014,Campeonato - 30,V. Guimarães,Sp. Braga
4733,2013-2014,Campeonato - 30,Belenenses,Arouca
4734,2013-2014,Campeonato - 30,V. Setúbal,Olhanense
4735,2013-2014,Campeonato - 30,Paços Ferreira,Académica
4736,2013-2014,Campeonato - 30,FC Porto,Benfica
4737,2013-2014,Campeonato - 30,Sporting,Estoril
4738,2013-2014,Campeonato - 30,Marítimo,Rio Ave
4739,2013-2014,Campeonato - 30,Gil Vicente,Nacional
4740,2014-2015,1,FC Porto,Marítimo
4741,2014-2015,1,Gil Vicente,V. Guimarães
4742,2014-2015,1,Académica,Sporting
4743,2014-2015,1,Nacional,Moreirense
4744,2014-2015,1,Rio Ave,V. Setúbal
4745,2014-2015,1,Penafiel,Belenenses
4746,2014-2015,1,Sp. Braga,Boavista
4747,2014-2015,1,Benfica,Paços Ferreira
4748,2014-2015,1,Arouca,Estoril
4749,2014-2015,2,V. Guimarães,Penafiel
4750,2014-2015,2,Marítimo,Académica
4751,2014-2015,2,Paços Ferreira,FC Porto
4752,2014-2015,2,Sporting,Arouca
4753,2014-2015,2,Belenenses,Nacional
4754,2014-2015,2,V. Setúbal,Gil Vicente
4755,2014-2015,2,Estoril,Rio Ave
4756,2014-2015,2,Boavista,Benfica
4757,2014-2015,2,Moreirense,Sp. Braga
4758,2014-2015,3,Académica,V. Setúbal
4759,2014-2015,3,Belenenses,V. Guimarães
4760,2014-2015,3,Sp. Braga,Estoril
4761,2014-2015,3,Gil Vicente,Marítimo
4762,2014-2015,3,Penafiel,Paços Ferreira
4763,2014-2015,3,FC Porto,Moreirense
4764,2014-2015,3,Nacional,Arouca
4765,2014-2015,3,Benfica,Sporting
4766,2014-2015,3,Rio Ave,Boavista
4767,2014-2015,4,V. Setúbal,Benfica
4768,2014-2015,4,Moreirense,Rio Ave
4769,2014-2015,4,Arouca,Sp. Braga
4770,2014-2015,4,Sporting,Belenenses
4771,2014-2015,4,Marítimo,Penafiel
4772,2014-2015,4,Boavista,Académica
4773,2014-2015,4,Paços Ferreira,Gil Vicente
4774,2014-2015,4,V. Guimarães,FC Porto
4775,2014-2015,4,Estoril,Nacional
4776,2014-2015,5,V. Guimarães,Paços Ferreira
4777,2014-2015,5,Penafiel,V. Setúbal
4778,2014-2015,5,Nacional,Sp. Braga
4779,2014-2015,5,Rio Ave,Arouca
4780,2014-2015,5,Belenenses,Marítimo
4781,2014-2015,5,Benfica,Moreirense
4782,2014-2015,5,Gil Vicente,Sporting
4783,2014-2015,5,FC Porto,Boavista
4784,2014-2015,5,Académica,Estoril
4785,2014-2015,6,Sporting,FC Porto
4786,2014-2015,6,Estoril,Benfica
4787,2014-2015,6,Sp. Braga,Rio Ave
4788,2014-2015,6,Arouca,Académica
4789,2014-2015,6,Marítimo,V. Guimarães
4790,2014-2015,6,Moreirense,Penafiel
4791,2014-2015,6,Boavista,Gil Vicente
4792,2014-2015,6,V. Setúbal,Nacional
4793,2014-2015,6,Paços Ferreira,Belenenses
4794,2014-2015,7,V. Guimarães,Boavista
4795,2014-2015,7,Penafiel,Sporting
4796,2014-2015,7,Académica,Moreirense
4797,2014-2015,7,Paços Ferreira,Marítimo
4798,2014-2015,7,Gil Vicente,Estoril
4799,2014-2015,7,FC Porto,Sp. Braga
4800,2014-2015,7,Benfica,Arouca
4801,2014-2015,7,Nacional,Rio Ave
4802,2014-2015,7,Belenenses,V. Setúbal
4803,2014-2015,8,V. Setúbal,V. Guimarães
4804,2014-2015,8,Boavista,Paços Ferreira
4805,2014-2015,8,Moreirense,Gil Vicente
4806,2014-2015,8,Arouca,FC Porto
4807,2014-2015,8,Nacional,Académica
4808,2014-2015,8,Estoril,Belenenses
4809,2014-2015,8,Sporting,Marítimo
4810,2014-2015,8,Sp. Braga,Benfica
4811,2014-2015,8,Rio Ave,Penafiel
4812,2014-2015,9,Benfica,Rio Ave
4813,2014-2015,9,Penafiel,Estoril
4814,2014-2015,9,V. Guimarães,Sporting
4815,2014-2015,9,FC Porto,Nacional
4816,2014-2015,9,Paços Ferreira,V. Setúbal
4817,2014-2015,9,Gil Vicente,Arouca
4818,2014-2015,9,Marítimo,Moreirense
4819,2014-2015,9,Académica,Sp. Braga
4820,2014-2015,9,Belenenses,Boavista
4821,2014-2015,10,Arouca,V. Guimarães
4822,2014-2015,10,Sp. Braga,Gil Vicente
4823,2014-2015,10,Boavista,Penafiel
4824,2014-2015,10,Moreirense,Belenenses
4825,2014-2015,10,Nacional,Benfica
4826,2014-2015,10,V. Setúbal,Marítimo
4827,2014-2015,10,Sporting,Paços Ferreira
4828,2014-2015,10,Estoril,FC Porto
4829,2014-2015,10,Rio Ave,Académica
4830,2014-2015,11,V. Guimarães,Moreirense
4831,2014-2015,11,Belenenses,Arouca
4832,2014-2015,11,Penafiel,Sp. Braga
4833,2014-2015,11,Sporting,V. Setúbal
4834,2014-2015,11,Gil Vicente,Nacional
4835,2014-2015,11,Marítimo,Boavista
4836,2014-2015,11,Académica,Benfica
4837,2014-2015,11,FC Porto,Rio Ave
4838,2014-2015,11,Paços Ferreira,Estoril
4839,2014-2015,12,Boavista,Sporting
4840,2014-2015,12,Rio Ave,Gil Vicente
4841,2014-2015,12,Benfica,Belenenses
4842,2014-2015,12,Estoril,V. Setúbal
4843,2014-2015,12,Académica,FC Porto
4844,2014-2015,12,Moreirense,Paços Ferreira
4845,2014-2015,12,Arouca,Penafiel
4846,2014-2015,12,Sp. Braga,V. Guimarães
4847,2014-2015,12,Nacional,Marítimo
4848,2014-2015,13,V. Setúbal,Boavista
4849,2014-2015,13,Gil Vicente,Académica
4850,2014-2015,13,Paços Ferreira,Arouca
4851,2014-2015,13,Penafiel,Nacional
4852,2014-2015,13,Belenenses,Sp. Braga
4853,2014-2015,13,V. Guimarães,Rio Ave
4854,2014-2015,13,Sporting,Moreirense
4855,2014-2015,13,Marítimo,Estoril
4856,2014-2015,13,FC Porto,Benfica
4857,2014-2015,14,FC Porto,V. Setúbal
4858,2014-2015,14,Estoril,V. Guimarães
4859,2014-2015,14,Moreirense,Boavista
4860,2014-2015,14,Arouca,Marítimo
4861,2014-2015,14,Académica,Penafiel
4862,2014-2015,14,Benfica,Gil Vicente
4863,2014-2015,14,Nacional,Sporting
4864,2014-2015,14,Sp. Braga,Paços Ferreira
4865,2014-2015,14,Rio Ave,Belenenses
4866,2014-2015,15,Belenenses,Académica
4867,2014-2015,15,Marítimo,Sp. Braga
4868,2014-2015,15,Paços Ferreira,Rio Ave
4869,2014-2015,15,Sporting,Estoril
4870,2014-2015,15,Gil Vicente,FC Porto
4871,2014-2015,15,V. Setúbal,Moreirense
4872,2014-2015,15,Boavista,Arouca
4873,2014-2015,15,V. Guimarães,Nacional
4874,2014-2015,15,Penafiel,Benfica
4875,2014-2015,16,Estoril,Moreirense
4876,2014-2015,16,Benfica,V. Guimarães
4877,2014-2015,16,Académica,Paços Ferreira
4878,2014-2015,16,FC Porto,Belenenses
4879,2014-2015,16,Arouca,V. Setúbal
4880,2014-2015,16,Rio Ave,Marítimo
4881,2014-2015,16,Gil Vicente,Penafiel
4882,2014-2015,16,Nacional,Boavista
4883,2014-2015,16,Sp. Braga,Sporting
4884,2014-2015,17,V. Guimarães,Académica
4885,2014-2015,17,Penafiel,FC Porto
4886,2014-2015,17,Paços Ferreira,Nacional
4887,2014-2015,17,Boavista,Estoril
4888,2014-2015,17,Moreirense,Arouca
4889,2014-2015,17,V. Setúbal,Sp. Braga
4890,2014-2015,17,Belenenses,Gil Vicente
4891,2014-2015,17,Marítimo,Benfica
4892,2014-2015,17,Sporting,Rio Ave
4893,2014-2015,18,V. Guimarães,Gil Vicente
4894,2014-2015,18,Moreirense,Nacional
4895,2014-2015,18,V. Setúbal,Rio Ave
4896,2014-2015,18,Belenenses,Penafiel
4897,2014-2015,18,Sporting,Académica
4898,2014-2015,18,Estoril,Arouca
4899,2014-2015,18,Marítimo,FC Porto
4900,2014-2015,18,Boavista,Sp. Braga
4901,2014-2015,18,Paços Ferreira,Benfica
4902,2014-2015,19,Sp. Braga,Moreirense
4903,2014-2015,19,Benfica,Boavista
4904,2014-2015,19,Nacional,Belenenses
4905,2014-2015,19,Penafiel,V. Guimarães
4906,2014-2015,19,Rio Ave,Estoril
4907,2014-2015,19,Gil Vicente,V. Setúbal
4908,2014-2015,19,Académica,Marítimo
